Order_Item_ID,Order_ID,Line_Number,Product_ID,Quantity,Unit_Cost,Unit_Price,Total_Cost,Total_Revenue,Gross_Margin
105,100038,4,184,2,891.37,1073.01,1782.74,2146.02,363.28
106,100039,1,106,10,732.61,1014.97,7326.1,10149.7,2823.6
107,100039,2,86,2,117.35,157.31,234.7,314.62,79.92
108,100039,3,59,6,826.66,1155.89,4959.96,6935.34,1975.38
109,100040,1,77,10,425.39,547.96,4253.9,5479.6,1225.7
110,100040,2,46,6,293.22,384.5,1759.32,2307.0,547.68
111,100040,3,70,5,216.22,311.85,1081.1,1559.25,478.15
112,100041,1,16,5,392.22,475.9,1961.1,2379.5,418.4
113,100041,2,196,10,146.07,200.47,1460.7,2004.7,544.0
114,100041,3,202,7,266.1,324.38,1862.7,2270.66,407.96
115,100042,1,15,4,653.19,958.95,2612.76,3835.8,1223.04
116,100042,2,124,8,694.29,1153.5,5554.32,9228.0,3673.68
117,100043,1,92,8,363.17,477.61,2905.36,3820.88,915.52
118,100043,2,115,3,161.31,277.27,483.93,831.81,347.88
119,100043,3,20,1,39.99,58.61,39.99,58.61,18.62
120,100043,4,211,1,390.3,667.77,390.3,667.77,277.47
121,100044,1,128,10,599.33,850.85,5993.3,8508.5,2515.2
122,100045,1,244,2,346.36,450.25,692.72,900.5,207.78
123,100046,1,172,6,269.68,390.96,1618.08,2345.76,727.68
124,100046,2,146,6,204.85,323.47,1229.1,1940.82,711.72
125,100046,3,76,5,796.17,1154.67,3980.85,5773.35,1792.5
126,100046,4,58,4,195.93,338.6,783.72,1354.4,570.68
127,100046,5,154,3,896.28,1210.75,2688.84,3632.25,943.41
128,100047,1,182,9,441.52,749.79,3973.68,6748.11,2774.43
129,100047,2,80,8,855.27,1494.11,6842.16,11952.88,5110.72
130,100047,3,36,8,37.64,63.91,301.12,511.28,210.16
131,100047,4,132,7,228.44,343.43,1599.08,2404.01,804.93
132,100048,1,86,4,117.35,157.31,469.4,629.24,159.84
133,100048,2,31,3,533.54,920.73,1600.62,2762.19,1161.57
134,100048,3,148,6,303.03,384.23,1818.18,2305.38,487.2
135,100048,4,185,5,41.14,63.11,205.7,315.55,109.85
136,100048,5,56,7,784.04,1200.2,5488.28,8401.4,2913.12
137,100049,1,30,6,608.44,802.23,3650.64,4813.38,1162.74
138,100049,2,94,6,303.66,507.55,1821.96,3045.3,1223.34
139,100049,3,188,7,283.73,421.83,1986.11,2952.81,966.7
140,100049,4,43,4,96.96,117.98,387.84,471.92,84.08
141,100050,1,105,4,561.42,688.0,2245.68,2752.0,506.32
142,100050,2,28,8,561.76,704.5,4494.08,5636.0,1141.92
143,100050,3,31,1,533.54,920.73,533.54,920.73,387.19
144,100051,1,28,4,561.76,704.5,2247.04,2818.0,570.96
145,100051,2,128,4,599.33,850.85,2397.32,3403.4,1006.08
146,100051,3,4,7,317.07,402.41,2219.49,2816.87,597.38
147,100051,4,181,7,750.96,1117.85,5256.72,7824.95,2568.23
148,100052,1,233,5,684.9,1165.23,3424.5,5826.15,2401.65
149,100052,2,187,3,77.31,102.08,231.93,306.24,74.31
150,100052,3,110,4,411.65,716.46,1646.6,2865.84,1219.24
151,100053,1,170,1,359.32,474.63,359.32,474.63,115.31
152,100053,2,4,6,317.07,402.41,1902.42,2414.46,512.04
153,100054,1,57,10,245.13,335.22,2451.3,3352.2,900.9
154,100054,2,5,5,48.98,60.92,244.9,304.6,59.7
155,100055,1,153,4,317.83,455.57,1271.32,1822.28,550.96
156,100056,1,120,4,580.31,870.48,2321.24,3481.92,1160.68
157,100056,2,230,5,83.0,118.49,415.0,592.45,177.45
158,100057,1,94,7,303.66,507.55,2125.62,3552.85,1427.23
159,100057,2,188,2,283.73,421.83,567.46,843.66,276.2
160,100057,3,180,7,263.81,467.78,1846.67,3274.46,1427.79
161,100057,4,55,4,177.55,252.04,710.2,1008.16,297.96
162,100058,1,110,7,411.65,716.46,2881.55,5015.22,2133.67
163,100058,2,59,6,826.66,1155.89,4959.96,6935.34,1975.38
164,100058,3,159,2,77.15,124.94,154.3,249.88,95.58
165,100058,4,191,7,724.94,1184.97,5074.58,8294.79,3220.21
166,100058,5,211,5,390.3,667.77,1951.5,3338.85,1387.35
167,100059,1,23,5,287.53,509.71,1437.65,2548.55,1110.9
168,100059,2,167,4,518.69,736.64,2074.76,2946.56,871.8
169,100059,3,73,5,92.17,118.74,460.85,593.7,132.85
170,100060,1,157,3,895.76,1375.28,2687.28,4125.84,1438.56
171,100060,2,81,2,191.5,334.53,383.0,669.06,286.06
172,100061,1,36,8,37.64,63.91,301.12,511.28,210.16
173,100062,1,88,2,531.34,941.49,1062.68,1882.98,820.3
174,100062,2,156,5,580.87,893.84,2904.35,4469.2,1564.85
175,100062,3,39,5,880.19,1161.43,4400.95,5807.15,1406.2
176,100063,1,80,6,855.27,1494.11,5131.62,8964.66,3833.04
177,100063,2,84,2,870.25,1398.26,1740.5,2796.52,1056.02
178,100063,3,29,10,652.51,797.22,6525.1,7972.2,1447.1
179,100064,1,9,2,392.4,517.7,784.8,1035.4,250.6
180,100064,2,202,8,266.1,324.38,2128.8,2595.04,466.24
181,100064,3,228,9,705.41,933.38,6348.69,8400.42,2051.73
182,100064,4,211,3,390.3,667.77,1170.9,2003.31,832.41
183,100065,1,10,9,398.09,513.87,3582.81,4624.83,1042.02
184,100065,2,71,10,643.69,1098.32,6436.9,10983.2,4546.3
185,100065,3,19,3,206.37,317.08,619.11,951.24,332.13
186,100066,1,53,2,561.92,918.37,1123.84,1836.74,712.9
187,100066,2,216,1,601.57,916.63,601.57,916.63,315.06
188,100066,3,61,1,636.7,984.64,636.7,984.64,347.94
189,100066,4,177,10,430.41,523.31,4304.1,5233.1,929.0
190,100067,1,108,10,248.98,328.26,2489.8,3282.6,792.8
191,100067,2,80,5,855.27,1494.11,4276.35,7470.55,3194.2
192,100067,3,178,10,464.66,700.62,4646.6,7006.2,2359.6
193,100067,4,207,7,792.92,1162.6,5550.44,8138.2,2587.76
194,100067,5,9,5,392.4,517.7,1962.0,2588.5,626.5
195,100068,1,135,2,683.58,831.11,1367.16,1662.22,295.06
196,100068,2,193,9,852.99,1365.09,7676.91,12285.81,4608.9
197,100069,1,203,10,557.31,979.15,5573.1,9791.5,4218.4
198,100069,2,153,4,317.83,455.57,1271.32,1822.28,550.96
199,100069,3,84,10,870.25,1398.26,8702.5,13982.6,5280.1
200,100070,1,50,4,157.55,281.81,630.2,1127.24,497.04
201,100070,2,60,1,638.35,917.64,638.35,917.64,279.29
202,100071,1,61,6,636.7,984.64,3820.2,5907.84,2087.64
203,100072,1,28,7,561.76,704.5,3932.32,4931.5,999.18
204,100072,2,136,10,264.81,435.16,2648.1,4351.6,1703.5
205,100072,3,118,2,233.03,314.31,466.06,628.62,162.56
206,100072,4,111,6,678.93,906.52,4073.58,5439.12,1365.54
207,100072,5,87,9,96.26,157.76,866.34,1419.84,553.5
208,100073,1,94,3,303.66,507.55,910.98,1522.65,611.67
209,100073,2,149,3,349.49,593.43,1048.47,1780.29,731.82
210,100073,3,32,3,383.44,559.27,1150.32,1677.81,527.49
211,100073,4,35,7,682.15,1079.36,4775.05,7555.52,2780.47
212,100073,5,159,4,77.15,124.94,308.6,499.76,191.16
213,100074,1,2,4,71.13,88.85,284.52,355.4,70.88
214,100074,2,59,9,826.66,1155.89,7439.94,10403.01,2963.07
215,100074,3,222,6,94.62,157.95,567.72,947.7,379.98
216,100074,4,147,5,279.67,345.44,1398.35,1727.2,328.85
217,100074,5,27,5,804.19,1055.67,4020.95,5278.35,1257.4
218,100075,1,166,10,195.2,255.66,1952.0,2556.6,604.6
219,100076,1,208,4,261.06,438.75,1044.24,1755.0,710.76
220,100076,2,126,5,598.74,1056.77,2993.7,5283.85,2290.15
221,100076,3,181,1,750.96,1117.85,750.96,1117.85,366.89
222,100076,4,160,3,680.05,1115.67,2040.15,3347.01,1306.86
223,100077,1,159,5,77.15,124.94,385.75,624.7,238.95
224,100078,1,250,2,33.81,47.73,67.62,95.46,27.84
225,100078,2,111,7,678.93,906.52,4752.51,6345.64,1593.13
226,100078,3,154,10,896.28,1210.75,8962.8,12107.5,3144.7
227,100079,1,41,8,330.84,502.44,2646.72,4019.52,1372.8
228,100079,2,187,3,77.31,102.08,231.93,306.24,74.31
229,100079,3,214,5,370.15,511.23,1850.75,2556.15,705.4
230,100080,1,47,9,322.37,465.47,2901.33,4189.23,1287.9
231,100080,2,228,9,705.41,933.38,6348.69,8400.42,2051.73
232,100080,3,105,9,561.42,688.0,5052.78,6192.0,1139.22
233,100080,4,191,2,724.94,1184.97,1449.88,2369.94,920.06
234,100080,5,152,8,491.18,726.79,3929.44,5814.32,1884.88
235,100081,1,51,4,69.09,86.27,276.36,345.08,68.72
236,100081,2,57,4,245.13,335.22,980.52,1340.88,360.36
237,100081,3,191,4,724.94,1184.97,2899.76,4739.88,1840.12
238,100082,1,64,3,607.41,806.37,1822.23,2419.11,596.88
239,100082,2,167,6,518.69,736.64,3112.14,4419.84,1307.7
240,100082,3,183,4,335.38,458.83,1341.52,1835.32,493.8
241,100083,1,184,1,891.37,1073.01,891.37,1073.01,181.64
242,100083,2,24,10,324.77,394.05,3247.7,3940.5,692.8
243,100083,3,110,7,411.65,716.46,2881.55,5015.22,2133.67
244,100084,1,116,10,707.19,1027.68,7071.9,10276.8,3204.9
245,100084,2,89,1,347.62,465.29,347.62,465.29,117.67
246,100085,1,93,8,395.18,693.02,3161.44,5544.16,2382.72
247,100085,2,2,2,71.13,88.85,142.26,177.7,35.44
248,100085,3,201,10,547.61,924.75,5476.1,9247.5,3771.4
249,100085,4,178,7,464.66,700.62,3252.62,4904.34,1651.72
250,100086,1,96,4,300.81,464.99,1203.24,1859.96,656.72
251,100086,2,9,4,392.4,517.7,1569.6,2070.8,501.2
252,100086,3,193,8,852.99,1365.09,6823.92,10920.72,4096.8
253,100086,4,16,1,392.22,475.9,392.22,475.9,83.68
254,100086,5,199,6,549.89,887.49,3299.34,5324.94,2025.6
255,100087,1,215,5,380.74,471.62,1903.7,2358.1,454.4
256,100087,2,237,4,787.47,1360.67,3149.88,5442.68,2292.8
257,100087,3,132,9,228.44,343.43,2055.96,3090.87,1034.91
258,100088,1,25,4,441.63,760.79,1766.52,3043.16,1276.64
259,100088,2,64,5,607.41,806.37,3037.05,4031.85,994.8
260,100088,3,198,6,69.28,109.24,415.68,655.44,239.76
261,100088,4,59,2,826.66,1155.89,1653.32,2311.78,658.46
262,100088,5,97,10,594.0,969.83,5940.0,9698.3,3758.3
263,100089,1,193,4,852.99,1365.09,3411.96,5460.36,2048.4
264,100090,1,23,7,287.53,509.71,2012.71,3567.97,1555.26
265,100091,1,43,2,96.96,117.98,193.92,235.96,42.04
266,100091,2,94,8,303.66,507.55,2429.28,4060.4,1631.12
267,100091,3,119,5,602.11,1059.31,3010.55,5296.55,2286.0
268,100092,1,49,1,685.83,1120.79,685.83,1120.79,434.96
269,100093,1,20,7,39.99,58.61,279.93,410.27,130.34
270,100093,2,114,3,411.04,637.54,1233.12,1912.62,679.5
271,100093,3,51,7,69.09,86.27,483.63,603.89,120.26
272,100093,4,3,10,204.27,275.43,2042.7,2754.3,711.6
273,100093,5,120,1,580.31,870.48,580.31,870.48,290.17
274,100094,1,54,10,844.71,1037.78,8447.1,10377.8,1930.7
275,100094,2,90,7,811.22,1062.34,5678.54,7436.38,1757.84
276,100095,1,157,9,895.76,1375.28,8061.84,12377.52,4315.68
277,100095,2,118,9,233.03,314.31,2097.27,2828.79,731.52
278,100096,1,177,7,430.41,523.31,3012.87,3663.17,650.3
279,100096,2,107,2,816.79,1061.72,1633.58,2123.44,489.86
280,100096,3,77,2,425.39,547.96,850.78,1095.92,245.14
281,100096,4,229,7,300.77,405.04,2105.39,2835.28,729.89
282,100096,5,235,2,789.23,1220.95,1578.46,2441.9,863.44
283,100097,1,147,7,279.67,345.44,1957.69,2418.08,460.39
284,100097,2,228,4,705.41,933.38,2821.64,3733.52,911.88
285,100098,1,167,9,518.69,736.64,4668.21,6629.76,1961.55
286,100098,2,16,3,392.22,475.9,1176.66,1427.7,251.04
287,100098,3,243,7,44.08,77.95,308.56,545.65,237.09
288,100099,1,14,9,62.83,77.78,565.47,700.02,134.55
289,100099,2,236,9,888.9,1143.14,8000.1,10288.26,2288.16
290,100099,3,226,7,254.71,422.63,1782.97,2958.41,1175.44
291,100099,4,191,9,724.94,1184.97,6524.46,10664.73,4140.27
292,100099,5,36,8,37.64,63.91,301.12,511.28,210.16
293,100100,1,236,4,888.9,1143.14,3555.6,4572.56,1016.96
294,100100,2,156,7,580.87,893.84,4066.09,6256.88,2190.79
295,100100,3,219,6,754.97,1030.5,4529.82,6183.0,1653.18
296,100101,1,208,1,261.06,438.75,261.06,438.75,177.69
297,100101,2,16,10,392.22,475.9,3922.2,4759.0,836.8
298,100102,1,134,8,461.62,722.53,3692.96,5780.24,2087.28
299,100102,2,226,7,254.71,422.63,1782.97,2958.41,1175.44
300,100102,3,109,5,436.19,626.72,2180.95,3133.6,952.65
301,100103,1,230,7,83.0,118.49,581.0,829.43,248.43
302,100103,2,182,3,441.52,749.79,1324.56,2249.37,924.81
303,100103,3,232,1,219.48,270.83,219.48,270.83,51.35
304,100103,4,110,4,411.65,716.46,1646.6,2865.84,1219.24
305,100104,1,19,3,206.37,317.08,619.11,951.24,332.13
306,100104,2,245,8,785.15,968.13,6281.2,7745.04,1463.84
307,100104,3,186,1,577.1,950.22,577.1,950.22,373.12
308,100105,1,138,4,495.37,641.34,1981.48,2565.36,583.88
309,100105,2,208,6,261.06,438.75,1566.36,2632.5,1066.14
310,100105,3,248,8,397.2,552.4,3177.6,4419.2,1241.6
311,100105,4,141,9,850.04,1141.05,7650.36,10269.45,2619.09
312,100105,5,46,9,293.22,384.5,2638.98,3460.5,821.52
313,100106,1,235,3,789.23,1220.95,2367.69,3662.85,1295.16
314,100106,2,195,8,697.2,917.16,5577.6,7337.28,1759.68
315,100106,3,37,5,186.7,313.8,933.5,1569.0,635.5
316,100106,4,247,3,103.45,132.85,310.35,398.55,88.2
317,100107,1,183,1,335.38,458.83,335.38,458.83,123.45
318,100107,2,190,5,397.17,493.72,1985.85,2468.6,482.75
319,100107,3,170,7,359.32,474.63,2515.24,3322.41,807.17
320,100107,4,80,3,855.27,1494.11,2565.81,4482.33,1916.52
321,100107,5,196,2,146.07,200.47,292.14,400.94,108.8
322,100108,1,238,6,838.67,1397.99,5032.02,8387.94,3355.92
323,100108,2,158,9,443.42,578.5,3990.78,5206.5,1215.72
324,100109,1,107,9,816.79,1061.72,7351.11,9555.48,2204.37
325,100109,2,115,9,161.31,277.27,1451.79,2495.43,1043.64
326,100109,3,193,7,852.99,1365.09,5970.93,9555.63,3584.7
327,100110,1,169,8,671.51,1081.44,5372.08,8651.52,3279.44
328,100110,2,166,5,195.2,255.66,976.0,1278.3,302.3
329,100110,3,79,8,758.85,1195.39,6070.8,9563.12,3492.32
330,100110,4,67,5,789.36,1129.28,3946.8,5646.4,1699.6
331,100110,5,200,8,540.3,787.23,4322.4,6297.84,1975.44
332,100111,1,99,5,760.89,1173.93,3804.45,5869.65,2065.2
333,100112,1,7,4,666.3,959.49,2665.2,3837.96,1172.76
334,100112,2,86,6,117.35,157.31,704.1,943.86,239.76
335,100112,3,104,1,841.29,1042.6,841.29,1042.6,201.31
336,100113,1,13,4,358.81,489.47,1435.24,1957.88,522.64
337,100113,2,132,5,228.44,343.43,1142.2,1717.15,574.95
338,100113,3,234,2,498.39,608.73,996.78,1217.46,220.68
339,100113,4,58,2,195.93,338.6,391.86,677.2,285.34
340,100114,1,121,5,234.09,286.57,1170.45,1432.85,262.4
341,100114,2,243,3,44.08,77.95,132.24,233.85,101.61
342,100114,3,179,7,752.13,1022.75,5264.91,7159.25,1894.34
343,100114,4,108,10,248.98,328.26,2489.8,3282.6,792.8
344,100114,5,25,7,441.63,760.79,3091.41,5325.53,2234.12
345,100115,1,101,6,220.68,284.84,1324.08,1709.04,384.96
346,100115,2,25,7,441.63,760.79,3091.41,5325.53,2234.12
347,100115,3,96,9,300.81,464.99,2707.29,4184.91,1477.62
348,100115,4,113,1,684.57,1087.83,684.57,1087.83,403.26
349,100116,1,89,5,347.62,465.29,1738.1,2326.45,588.35
350,100117,1,219,8,754.97,1030.5,6039.76,8244.0,2204.24
351,100117,2,197,1,201.5,319.45,201.5,319.45,117.95
352,100118,1,112,9,141.39,239.02,1272.51,2151.18,878.67
353,100118,2,106,2,732.61,1014.97,1465.22,2029.94,564.72
354,100118,3,216,5,601.57,916.63,3007.85,4583.15,1575.3
355,100119,1,162,5,330.53,542.31,1652.65,2711.55,1058.9
356,100119,2,61,7,636.7,984.64,4456.9,6892.48,2435.58
357,100120,1,116,3,707.19,1027.68,2121.57,3083.04,961.47
358,100120,2,9,3,392.4,517.7,1177.2,1553.1,375.9
359,100120,3,80,3,855.27,1494.11,2565.81,4482.33,1916.52
360,100121,1,87,7,96.26,157.76,673.82,1104.32,430.5
361,100121,2,247,7,103.45,132.85,724.15,929.95,205.8
362,100121,3,27,5,804.19,1055.67,4020.95,5278.35,1257.4
363,100121,4,205,2,779.21,1265.27,1558.42,2530.54,972.12
364,100121,5,6,7,45.07,76.19,315.49,533.33,217.84
365,100122,1,59,6,826.66,1155.89,4959.96,6935.34,1975.38
366,100123,1,3,1,204.27,275.43,204.27,275.43,71.16
367,100124,1,97,1,594.0,969.83,594.0,969.83,375.83
368,100124,2,81,5,191.5,334.53,957.5,1672.65,715.15
369,100124,3,234,10,498.39,608.73,4983.9,6087.3,1103.4
370,100124,4,138,6,495.37,641.34,2972.22,3848.04,875.82
371,100124,5,226,9,254.71,422.63,2292.39,3803.67,1511.28
372,100125,1,86,1,117.35,157.31,117.35,157.31,39.96
373,100125,2,27,9,804.19,1055.67,7237.71,9501.03,2263.32
374,100126,1,184,3,891.37,1073.01,2674.11,3219.03,544.92
375,100127,1,207,9,792.92,1162.6,7136.28,10463.4,3327.12
376,100127,2,96,10,300.81,464.99,3008.1,4649.9,1641.8
377,100127,3,55,6,177.55,252.04,1065.3,1512.24,446.94
378,100128,1,143,3,85.53,105.27,256.59,315.81,59.22
379,100129,1,4,1,317.07,402.41,317.07,402.41,85.34
380,100129,2,33,7,216.44,354.38,1515.08,2480.66,965.58
381,100130,1,93,3,395.18,693.02,1185.54,2079.06,893.52
382,100130,2,164,8,694.97,905.03,5559.76,7240.24,1680.48
383,100130,3,142,2,344.15,427.13,688.3,854.26,165.96
384,100130,4,248,4,397.2,552.4,1588.8,2209.6,620.8
385,100130,5,96,7,300.81,464.99,2105.67,3254.93,1149.26
386,100131,1,59,7,826.66,1155.89,5786.62,8091.23,2304.61
387,100131,2,142,5,344.15,427.13,1720.75,2135.65,414.9
388,100131,3,226,10,254.71,422.63,2547.1,4226.3,1679.2
389,100132,1,165,8,244.54,342.51,1956.32,2740.08,783.76
390,100133,1,217,5,175.44,271.63,877.2,1358.15,480.95
391,100134,1,42,9,448.44,758.63,4035.96,6827.67,2791.71
392,100134,2,91,6,407.73,630.34,2446.38,3782.04,1335.66
393,100134,3,74,2,260.58,326.98,521.16,653.96,132.8
394,100134,4,173,2,355.69,575.46,711.38,1150.92,439.54
395,100134,5,65,1,379.32,499.54,379.32,499.54,120.22
396,100135,1,21,3,315.11,548.88,945.33,1646.64,701.31
397,100136,1,46,6,293.22,384.5,1759.32,2307.0,547.68
398,100136,2,50,3,157.55,281.81,472.65,845.43,372.78
399,100137,1,196,9,146.07,200.47,1314.63,1804.23,489.6
400,100138,1,218,5,60.05,107.3,300.25,536.5,236.25
401,100138,2,183,3,335.38,458.83,1006.14,1376.49,370.35
402,100138,3,106,1,732.61,1014.97,732.61,1014.97,282.36
403,100138,4,243,8,44.08,77.95,352.64,623.6,270.96
404,100139,1,108,6,248.98,328.26,1493.88,1969.56,475.68
405,100139,2,56,7,784.04,1200.2,5488.28,8401.4,2913.12
406,100140,1,139,1,145.64,241.89,145.64,241.89,96.25
407,100140,2,109,9,436.19,626.72,3925.71,5640.48,1714.77
408,100141,1,177,9,430.41,523.31,3873.69,4709.79,836.1
409,100141,2,100,4,648.91,779.34,2595.64,3117.36,521.72
410,100141,3,2,6,71.13,88.85,426.78,533.1,106.32
411,100142,1,172,1,269.68,390.96,269.68,390.96,121.28
412,100143,1,211,9,390.3,667.77,3512.7,6009.93,2497.23
413,100143,2,240,4,200.57,350.11,802.28,1400.44,598.16
414,100143,3,137,7,375.4,467.65,2627.8,3273.55,645.75
415,100143,4,54,8,844.71,1037.78,6757.68,8302.24,1544.56
416,100144,1,103,10,719.67,1030.39,7196.7,10303.9,3107.2
417,100144,2,190,9,397.17,493.72,3574.53,4443.48,868.95
418,100144,3,85,9,690.91,1222.9,6218.19,11006.1,4787.91
